id,vinculo,unidade,iniciativa[SQ001_SQ001],iniciativa[SQ001_SQ004],iniciativa[SQ001_SQ003],iniciativa[SQ001_SQ002],iniciativa[SQ002_SQ001],iniciativa[SQ002_SQ004],iniciativa[SQ002_SQ003],iniciativa[SQ002_SQ002],iniciativa[SQ003_SQ001],iniciativa[SQ003_SQ004],iniciativa[SQ003_SQ003],iniciativa[SQ003_SQ002],iniciativa[SQ004_SQ001],iniciativa[SQ004_SQ004],iniciativa[SQ004_SQ003],iniciativa[SQ004_SQ002],iniciativa[SQ005_SQ001],iniciativa[SQ005_SQ004],iniciativa[SQ005_SQ003],iniciativa[SQ005_SQ002],links[SQ002],links[SQ001],links[SQ004],links[SQ005],links[SQ006],publico[SQ001],publico[SQ003],publicoespecifico[SQ001],publicoespecifico[SQ002],publicoespecifico[SQ003],publicoespecifico[SQ004],publicoespecifico[SQ020],publicoespecifico[SQ019],publicoespecifico[SQ021],publicoespecifico[SQ005],publicoespecifico[SQ006],publicoespecifico[SQ007],publicoespecifico[SQ008],publicoespecifico[SQ009],publicoespecifico[SQ010],publicoespecifico[SQ011],publicoespecifico[SQ012],publicoespecifico[SQ013],publicoespecifico[SQ014],publicoespecifico[SQ015],publicoespecifico[SQ016],publicoespecifico[SQ017],publicoespecifico[SQ018],publicoespecifico[other],dialogo,area[SQ001],area[SQ002],area[SQ003],area[SQ004],area[SQ005],area[SQ006],area[SQ007],area[SQ008],area[SQ009],area[other],areaextensao[SQ001],areaextensao[SQ002],areaextensao[SQ003],areaextensao[SQ004],areaextensao[SQ005],areaextensao[SQ006],areaextensao[SQ007],areaextensao[SQ008],publicoredemuseus,redemuseus[SQ001],redemuseus[SQ002],redemuseus[SQ003],redemuseus[SQ004],redemuseus[SQ005],redemuseus[SQ006],redemuseus[SQ007],redemuseus[SQ008],redemuseus[SQ009],redemuseus[SQ010],redemuseus[SQ011],redemuseus[SQ012],redemuseus[SQ013],redemuseus[SQ014],redemuseus[SQ015],redemuseus[SQ016],redemuseus[SQ017],redemuseus[SQ018],redemuseus[SQ019],redemuseus[SQ020],redemuseus[SQ021],redemuseus[SQ022],redemuseus[SQ023],redemuseus[SQ024],recebepublico,espaco[SQ002],espaco[SQ003],espaco[SQ006],espaco[SQ007],espaco[SQ008],espaco[SQ009],espaco[SQ010],espaco[SQ012],espaco[SQ013],espaco[SQ014],espaco[SQ015],espaco[SQ016],espaco[SQ017],espaco[SQ018],espaco[SQ019],espaco[SQ022],espaco[SQ023],espaco[SQ024],espaco[SQ025],espaco[SQ026],espaco[SQ027],espaco[SQ028],espaco[SQ029],espaco[SQ030],espaco[SQ031],espaco[SQ032],espaco[SQ033],espaco[SQ034],espaco[SQ035],espaco[SQ005],espaco[SQ037],rededc,programas,programaposgrad[SQ002],programaposgrad[SQ003],programaposgrad[SQ004],programaposgrad[SQ005],programaposgrad[SQ006],programaposgrad[SQ007],programaposgrad[SQ008],programaposgrad[SQ009],programaposgrad[SQ010],programaposgrad[SQ011],programaposgrad[SQ012],programaposgrad[SQ013],programaposgrad[SQ014],programaposgrad[SQ015],programaposgrad[SQ016],programaposgrad[SQ017],programaposgrad[SQ018],programaposgrad[SQ019],programaposgrad[SQ020],programaposgrad[SQ021],programaposgrad[SQ022],programaposgrad[SQ023],programaposgrad[SQ024],programaposgrad[SQ025],programaposgrad[SQ026],programaposgrad[SQ027],programaposgrad[SQ028],programaposgrad[SQ029],programaposgrad[SQ030],programaposgrad[SQ031],programaposgrad[SQ032],programaposgrad[SQ033],programaposgrad[SQ034],programaposgrad[SQ035],programaposgrad[SQ036],programaposgrad[SQ037],programaposgrad[SQ038],programaposgrad[SQ039],programaposgrad[SQ040],programaposgrad[SQ041],programaposgrad[SQ042],programaposgrad[SQ043],programaposgrad[SQ044],programaposgrad[SQ045],programaposgrad[SQ046],programaposgrad[SQ047],programaposgrad[SQ048],programaposgrad[SQ049],programaposgrad[SQ050],programaposgrad[SQ051],programaposgrad[SQ052],programaposgrad[SQ053],programaposgrad[SQ054],programaposgrad[SQ055],programaposgrad[SQ056],programaposgrad[SQ057],programaposgrad[SQ058],programaposgrad[SQ059],programaposgrad[SQ060],programaposgrad[SQ061],programaposgrad[SQ062],programaposgrad[SQ063],programaposgrad[SQ090],programaposgrad[SQ089],programaposgrad[SQ064],programaposgrad[SQ065],programaposgrad[SQ066],programaposgrad[SQ067],programaposgrad[SQ068],programaposgrad[SQ069],programaposgrad[SQ070],programaposgrad[SQ071],programaposgrad[SQ072],programaposgrad[SQ073],programaposgrad[SQ074],programaposgrad[SQ075],programaposgrad[SQ076],programaposgrad[SQ077],programaposgrad[SQ078],programaposgrad[SQ079],programaposgrad[SQ080],programaposgrad[SQ081],programaposgrad[SQ082],programaposgrad[SQ083],programaposgrad[SQ084],programaposgrad[SQ085],programaposgrad[SQ086],programaposgrad[SQ087],programaposgrad[SQ088],programaposgrad[other],pesquisa,indicacao[SQ001_SQ001],indicacao[SQ001_SQ002],indicacao[SQ001_SQ003],indicacao[SQ004_SQ001],indicacao[SQ004_SQ002],indicacao[SQ004_SQ003],indicacao[SQ003_SQ001],indicacao[SQ003_SQ002],indicacao[SQ003_SQ003],indicacao[SQ002_SQ001],indicacao[SQ002_SQ002],indicacao[SQ002_SQ003],observacoes,
195,discente de pós-graduação,Instituto de Ciências Biológicas,Refugios urbanos-instagram de divulgação de trabalhos realizados pelo grupo e assuntos relacionados com ecologia urbana e conservação de polinizadores,não,pesquisa e extensão,coordenador (juntamente com outro estudante de doutorado),,,,,,,,,,,,,,,,,,,ref_urbanos,,,Sim,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SIM,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Está relacionada com o Centro de Sintése Ecológica e Conservação (CSEC) no grupo que trabalha com polinização.,,,,,,,,,,,,,,
198,docente,Instituto de Ciências Biológicas,Biofilia,,,Coordenador,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/channel/UCIo_HMnloTvpTabosd_vNEQ,,Sim,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Não,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,,,,,,,,,,,
202,docente,Instituto de Ciências Biológicas,Micro Tirinhas,,404138,Extensão,Coordenador,,,,,,,,,,,,,,,,,,,https://www.instagram.com/micro_tirinhas/,,,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,SIM,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,,,,,,,,,,
267,técnico-administrativo em educação,Instituto de Ciências Exatas,1000 Futuros Cientistas,403885,Extensão,Rita de Cássia de Oliveira Sebastião,Curso preparatório para Química Geral,103072,Extensão,Thaigo Teixeira Tasso,Projeto de revisão da apostila de QGE,,Ensino,Letícia Regina de Souza Teixeira,,,,,,,,,,,https://www.instagram.com/1000futuroscientistas/?utm_source=ig_web_button_share_sheet&igshid=OGQ5ZDc2ODk2ZA==,,,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,SIM,Sim,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Não,Não,Não,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Escolas de educação básica,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,,Química Faz Bem,,,Brenda Lee Simas Porto,,,https://www.instagram.com/quimicafazbem/?utm_source=ig_web_button_share_sheet&igshid=OGQ5ZDc2ODk2ZA==,,,,,,,
271,docente,Instituto de Ciências Exatas,Palestras de Física com demonstrações,,Extensão,Coordenador,Meliora,,Ensino/Extensão,Coordenador,Coleção de Instrumentos Científicos e de Ensino,,Extensão,Coordenador,WebLab,,Extensão,Coordenador,Demonstrações e Vídeos de Física,,Extensão,Coordenador,,http://demonstracoes.fisica.ufmg.br/, https://eitaufmg.wixsite.com/eita, https://meliora.ufmg.br/, http://demonstracoes.fisica.ufmg.br/pagina/ver/77/Instrumentos-Historicos, http://demonstracoes.fisica.ufmg.br/luzecores,@sdfisica,,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,SIM,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,,,,,,,
273,docente,Instituto de Ciências Exatas,Olimpíadas Científicas,401119,Extensão,Coordenador,,,,,,,,,,,,,,,,,,https://omq.qui.ufmg.br/,https://www.instagram.com/omq_ufmg/,,,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,SIM,Sim,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Não,Não,Não,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim. O Programa Nacional Olimpíadas de Química.,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,Não.,,,,,,,,,,,,,"O projeto Olimpíadas Científicas é responsável pela realização de diferentes olimpíadas ligadas ao Programa Nacional Olimpíadas de Química. No caso de MG, somos responsáveis pela realização da OMQ, uma atividade que oportuniza aos estudantes a realização de atividades (provas) que mostram a importância da Química em diferentes áreas. Além disso, algumas universidade brasileiras estão com reservas de vagas para estudantes participantes/medalhistas em olimpíadas, o que torna a participação em nosso projeto uma oportunidade de trajeto do estudante para o ensino superior.",
301,docente,Instituto de Geociências,Artigo de divulgação,,,Orientador,,,,,,,,,,,,,,,,,,,,,,Sim,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,NÃO,Sim,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nao,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,
316,docente,Escola de Ciências da Informação,"Memória, História Local e Patrimônio Cultural de Grão Mogol: desenvolvimento de produtos e ações educativas patrimoniais na cidade", ,404609,Extensão,Coordenadora,Simpósios Arquivos & Educação,202835,Extensão,Coordenadora,,,,,,,,,,,,, https://www.facebook.com/profile.php?id=61552687763897&mibextid=ZbWKwL,https://sites.google.com/unicamp.br/arquivos-educacao/p%C3%A1gina-inicial,https://instagram.com/graos.memoriasehistorias?igshid=YTQwZjQ0NmI0OA==,,,Sim,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,SIM,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Educação da Unicamp,"Sim. Grupo de Pesquisa Arquivos, Educação e Práticas de Memória: diálogos transversais ",,,,,,,,,,,,,Desenvolvo atividades regulares de divulgação científica em Grão Mogol (Norte de Minas Gerais) há 9 anos.
348,docente,Escola de Engenharia,Workshop de Tecnologias Limpas ,,Extensão ,Coordenador 1 ano e colaboradora em outros 5 anos,,,,,,,,,,,,,,,,,,,,,,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Professores e discentes na área de engenharia de outras instituições e das instituições organizadoras,SIM,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim. Nacional.,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,,Sim. Transferência de Massa em membranas,Semana de engenharia quimica,,,Grêmio da Eng Química ,,,,,,,,,,
349,discente de graduação,Escola de Engenharia,Lolivlet ,Individual ,,,,,,,,,,,,,,,,,,,,,@lolivlet,Lolivlet,,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Espaço,SIM,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Eventos,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Nao,,,,,,,,,,,,,Eu sou a mulher com maior engajamento e seguidores no Brasil que fala sobre o espaço ,
352,discente de pós-graduação,Faculdade de Educação,"Estou cursando o curso de especialização para o ensino de ciências, e estou me preparando para a produção de artigos científicos relacionados ao curso.",Ainda sem registro.,"Professor de educação básica para o ensino médio, lecionando aulas de química.",Colaborador.,,,,,,,,,,,,,,,,,,,,,,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,SIM,Sim,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sim. Com os docentes coordenadores, tutores e com os colegas cursistas.",Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,Ainda não.,Especialização para o ensino de ciências da natureza e suas tecnologias.,,,Coordenação de pós graduação da faculdade de educação.,,,,,,,,,Por enquanto ainda estou me preparando.,
359,discente de pós-graduação,Faculdade de Ciências Econômicas,,,,,,,,,,,,,,,,,,,,,,,,,,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,SIM,Não,Não,Não,Não,Não,Sim,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,,,,,,,,,,,
361,docente,Escola de Arquitetura,Um espaço coletivo o que que tem?,,extensão,coordenador,,,,,,,,,,,,,,,,,,www.ondebrincamos.com,@protoufmg,,,Sim,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,NÃO,Não,Não,Não,Não,Não,Sim,Não,Não,Não,,Não,Não,Sim,Não,Não,Não,Não,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Não,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,duas,,,,,,,,,,,,,Gostaria de receber informações sobre onde e como divulgar atividades de ensino x pesquisa x extensão e por que devo fazê-lo?,
